"gene","domain","Method","Significant_in_DE_by_Domain","Significant_in_LRT_results","adj_p_value"
"Gm973",NA,"LRT_results",FALSE,TRUE,5.90475402843311e-26
"Copz2",NA,"LRT_results",FALSE,TRUE,6.15994445867085e-26
"Zc3h14",3,"DE_by_Domain",TRUE,FALSE,6.22059162925408e-26
"Coq5",3,"DE_by_Domain",TRUE,FALSE,6.35348505477614e-26
"Glt8d2",4,"DE_by_Domain",TRUE,FALSE,6.95724406216095e-26
"Rmnd5a",4,"DE_by_Domain",TRUE,FALSE,7.05162778795054e-26
"5930430L01Rik",NA,"LRT_results",FALSE,TRUE,7.5193604412763e-26
"Mrps18b",2,"DE_by_Domain",TRUE,FALSE,7.59927859036879e-26
"Alkbh7",3,"DE_by_Domain",TRUE,FALSE,7.8755294234508e-26
"Siah1b",NA,"LRT_results",FALSE,TRUE,7.91816162547837e-26
"Csnk1g3",2,"DE_by_Domain",TRUE,FALSE,8.37212396591792e-26
"Insig2",3,"DE_by_Domain",TRUE,FALSE,8.88703861725368e-26
"Acp7",NA,"LRT_results",FALSE,TRUE,9.28030983447999e-26
"Srsf1",3,"DE_by_Domain",TRUE,FALSE,9.37812649251726e-26
"Ddx6",2,"DE_by_Domain",TRUE,FALSE,1.06694526248558e-25
"Mmadhc",3,"DE_by_Domain",TRUE,FALSE,1.12351049452685e-25
"Syngr2",NA,"LRT_results",FALSE,TRUE,1.19134913266779e-25
"Camkk2",5,"DE_by_Domain",TRUE,FALSE,1.21334380479024e-25
"Sgsm2",1,"DE_by_Domain",TRUE,FALSE,1.33307050839104e-25
"Cldn15",NA,"LRT_results",FALSE,TRUE,1.35350977359957e-25
"Vps39",3,"DE_by_Domain",TRUE,FALSE,1.3920980536993e-25
"Plscr1",NA,"LRT_results",FALSE,TRUE,1.40614527574583e-25
"Dek",4,"DE_by_Domain",TRUE,FALSE,1.42605744630752e-25
"Gm10419",1,"DE_by_Domain",TRUE,FALSE,1.44580550592787e-25
"Tbc1d8b",NA,"LRT_results",FALSE,TRUE,1.47865959506224e-25
"Spats2",2,"DE_by_Domain",TRUE,FALSE,1.52751303370322e-25
"Tmem179",2,"DE_by_Domain",TRUE,FALSE,1.63219086875938e-25
"Khk",NA,"LRT_results",FALSE,TRUE,1.65324501565771e-25
"Cnot8",3,"DE_by_Domain",TRUE,FALSE,1.82752875072453e-25
"C130021I20Rik",4,"DE_by_Domain",TRUE,FALSE,1.8974522325748e-25
"3110056K07Rik",NA,"LRT_results",FALSE,TRUE,1.98911021261092e-25
"AA387200",NA,"LRT_results",FALSE,TRUE,2.02786669012969e-25
"Keap1",3,"DE_by_Domain",TRUE,FALSE,2.05236289252312e-25
"Bdkrb2",NA,"LRT_results",FALSE,TRUE,2.15575587240583e-25
"Acy3",NA,"LRT_results",FALSE,TRUE,2.23993754120699e-25
"Armc8",2,"DE_by_Domain",TRUE,FALSE,2.36772646795904e-25
"Tcim",NA,"LRT_results",FALSE,TRUE,2.50974617375612e-25
"Eif3e",2,"DE_by_Domain",TRUE,FALSE,2.73489095328561e-25
"Rmnd5b",5,"DE_by_Domain",TRUE,FALSE,2.77317185076309e-25
"Dram1",NA,"LRT_results",FALSE,TRUE,2.82011387621419e-25
"Eqtn",NA,"LRT_results",FALSE,TRUE,2.83567689159772e-25
"Apmap",3,"DE_by_Domain",TRUE,FALSE,2.86824366904719e-25
"Ptcra",NA,"LRT_results",FALSE,TRUE,2.93072448154522e-25
"Rab3gap1",3,"DE_by_Domain",TRUE,FALSE,3.09838577619118e-25
"Rad21",3,"DE_by_Domain",TRUE,FALSE,3.25580322200317e-25
"Scaf1",2,"DE_by_Domain",TRUE,FALSE,3.26821844795021e-25
"Unc79",3,"DE_by_Domain",TRUE,FALSE,3.29527501260819e-25
"Ahnak",NA,"LRT_results",FALSE,TRUE,3.31169375034985e-25
"Asb4",4,"DE_by_Domain",TRUE,FALSE,3.34599440917926e-25
"Zfp560",3,"DE_by_Domain",TRUE,FALSE,3.45985600783802e-25
"Mm2pr",NA,"LRT_results",FALSE,TRUE,3.47188880952986e-25
"Rorc",NA,"LRT_results",FALSE,TRUE,3.67234772347122e-25
"Tnfrsf22",NA,"LRT_results",FALSE,TRUE,4.17292884969565e-25
"Rhbdf2",NA,"LRT_results",FALSE,TRUE,4.21629882104299e-25
"Nsl1",NA,"LRT_results",FALSE,TRUE,4.31017488069504e-25
"Sowahb",3,"DE_by_Domain",TRUE,FALSE,4.57887413766704e-25
"Six4",NA,"LRT_results",FALSE,TRUE,4.77026335545606e-25
"Rbm42",3,"DE_by_Domain",TRUE,FALSE,4.79228979764519e-25
"Mrps7",2,"DE_by_Domain",TRUE,FALSE,4.91966120496845e-25
"Ccdc149",3,"DE_by_Domain",TRUE,FALSE,5.23064809856697e-25
"Trpv4",NA,"LRT_results",FALSE,TRUE,5.74692289100493e-25
"Cog1",2,"DE_by_Domain",TRUE,FALSE,5.77612903383833e-25
"Dhx30",2,"DE_by_Domain",TRUE,FALSE,5.89157660919378e-25
"Igsf5",NA,"LRT_results",FALSE,TRUE,6.04372156522327e-25
"4732496C06Rik",NA,"LRT_results",FALSE,TRUE,6.20074154479017e-25
"Cnst",8,"DE_by_Domain",TRUE,FALSE,6.55009834919724e-25
"0610043K17Rik",NA,"LRT_results",FALSE,TRUE,6.6750863532478e-25
"Atad1",3,"DE_by_Domain",TRUE,FALSE,6.67667161235728e-25
"Brip1os",NA,"LRT_results",FALSE,TRUE,6.81278771549742e-25
"Mesd",3,"DE_by_Domain",TRUE,FALSE,6.97071108855144e-25
"Rassf3",3,"DE_by_Domain",TRUE,FALSE,7.67534541113673e-25
"Kansl1",3,"DE_by_Domain",TRUE,FALSE,7.75001628806456e-25
"Pik3r2",5,"DE_by_Domain",TRUE,FALSE,8.16923763206969e-25
"Gm28229",NA,"LRT_results",FALSE,TRUE,8.54842997175879e-25
"Itpripl1",NA,"LRT_results",FALSE,TRUE,9.25630887222835e-25
"Cipc",3,"DE_by_Domain",TRUE,FALSE,9.30749262643346e-25
"Cd6",1,"DE_by_Domain",TRUE,FALSE,9.99613999648137e-25
"Dnase2a",NA,"LRT_results",FALSE,TRUE,1.01184922629427e-24
"Tmem106a",NA,"LRT_results",FALSE,TRUE,1.01601539886255e-24
"Zfp760",NA,"LRT_results",FALSE,TRUE,1.03933643959276e-24
"Cd70",NA,"LRT_results",FALSE,TRUE,1.09568281231388e-24
"Tspoap1",4,"DE_by_Domain",TRUE,FALSE,1.10308134620644e-24
"Mtmr1",2,"DE_by_Domain",TRUE,FALSE,1.10366055120732e-24
"Lrfn4",3,"DE_by_Domain",TRUE,FALSE,1.16826125181285e-24
"Matn2",4,"DE_by_Domain",TRUE,FALSE,1.18486780821795e-24
"Cnst",3,"DE_by_Domain",TRUE,FALSE,1.2512947011054e-24
"Rpgrip1",NA,"LRT_results",FALSE,TRUE,1.26420811984339e-24
"Mrps28",3,"DE_by_Domain",TRUE,FALSE,1.31155271399403e-24
"Gtpbp6",2,"DE_by_Domain",TRUE,FALSE,1.32509030430654e-24
"Rnf146",2,"DE_by_Domain",TRUE,FALSE,1.37936248448991e-24
"Cd86",NA,"LRT_results",FALSE,TRUE,1.50903357577568e-24
"Mlec",3,"DE_by_Domain",TRUE,FALSE,1.5807712986946e-24
"Nucks1",2,"DE_by_Domain",TRUE,FALSE,1.79804557795835e-24
"Ncaph",NA,"LRT_results",FALSE,TRUE,1.83426709688974e-24
"2410004B18Rik",3,"DE_by_Domain",TRUE,FALSE,1.85957423726744e-24
"Stab2",NA,"LRT_results",FALSE,TRUE,1.88898676481754e-24
"Ccdc69",NA,"LRT_results",FALSE,TRUE,1.92512950975264e-24
"Ncbp2",3,"DE_by_Domain",TRUE,FALSE,1.98230510049798e-24
"Atg16l1",3,"DE_by_Domain",TRUE,FALSE,2.10258364558597e-24
"Pdcd10",2,"DE_by_Domain",TRUE,FALSE,2.11661797411787e-24
"Selenoi",3,"DE_by_Domain",TRUE,FALSE,2.14091755699471e-24
"Axin1",NA,"LRT_results",FALSE,TRUE,2.21396335209613e-24
"Dnajc9",3,"DE_by_Domain",TRUE,FALSE,2.25635442968088e-24
"Adk",7,"DE_by_Domain",TRUE,FALSE,2.28464133125494e-24
"Hibadh",3,"DE_by_Domain",TRUE,FALSE,2.30830161759722e-24
"Arfgef1",3,"DE_by_Domain",TRUE,FALSE,2.42163457406737e-24
"Cntrob",NA,"LRT_results",FALSE,TRUE,2.42407537873884e-24
"Metap2",3,"DE_by_Domain",TRUE,FALSE,2.44285714409561e-24
"Ttc33",3,"DE_by_Domain",TRUE,FALSE,2.67361683421427e-24
"Rbmxl1",3,"DE_by_Domain",TRUE,FALSE,2.73392497312008e-24
"Nol12",3,"DE_by_Domain",TRUE,FALSE,2.81556777202934e-24
"Ado",8,"DE_by_Domain",TRUE,FALSE,2.83701807519721e-24
"Tra2a",3,"DE_by_Domain",TRUE,FALSE,2.99780266063075e-24
"Ap1g1",3,"DE_by_Domain",TRUE,FALSE,3.03056233107649e-24
"Fig4",3,"DE_by_Domain",TRUE,FALSE,3.07292685460951e-24
"Tmem214",3,"DE_by_Domain",TRUE,FALSE,3.1632938250544e-24
"Gm43689",NA,"LRT_results",FALSE,TRUE,3.16719587261433e-24
"Tmem125",1,"DE_by_Domain",TRUE,FALSE,3.17767781702297e-24
"Gm11650",NA,"LRT_results",FALSE,TRUE,3.33800928619371e-24
"Rnf167",2,"DE_by_Domain",TRUE,FALSE,3.35592045143327e-24
"Sec61a2",3,"DE_by_Domain",TRUE,FALSE,3.49972585859927e-24
"Eva1c",NA,"LRT_results",FALSE,TRUE,3.53625354466848e-24
"Hip1r",2,"DE_by_Domain",TRUE,FALSE,3.74387870224705e-24
"Tox",3,"DE_by_Domain",TRUE,FALSE,3.77844726175515e-24
"Vezt",3,"DE_by_Domain",TRUE,FALSE,3.83903247101933e-24
"G430095P16Rik",NA,"LRT_results",FALSE,TRUE,3.88663469485784e-24
"2410004B18Rik",2,"DE_by_Domain",TRUE,FALSE,3.89298054296575e-24
"Gbf1",3,"DE_by_Domain",TRUE,FALSE,4.01619325931671e-24
"Eprs",3,"DE_by_Domain",TRUE,FALSE,4.26831172086488e-24
"Ndufaf3",2,"DE_by_Domain",TRUE,FALSE,4.34902331741836e-24
"Taf10",2,"DE_by_Domain",TRUE,FALSE,4.36599218156926e-24
"Ptgs1",NA,"LRT_results",FALSE,TRUE,4.5632258433095e-24
"Dennd4a",3,"DE_by_Domain",TRUE,FALSE,4.64587241576705e-24
"Pdzd11",3,"DE_by_Domain",TRUE,FALSE,5.18503363465571e-24
"Emc9",3,"DE_by_Domain",TRUE,FALSE,5.22328491432737e-24
"Tm2d3",2,"DE_by_Domain",TRUE,FALSE,5.31105001254239e-24
"Abhd14b",NA,"LRT_results",FALSE,TRUE,5.66185069440984e-24
"Ptafr",NA,"LRT_results",FALSE,TRUE,5.89542358220895e-24
"Neb",NA,"LRT_results",FALSE,TRUE,6.26557432484308e-24
"Ebp",2,"DE_by_Domain",TRUE,FALSE,6.30784841543257e-24
"Lrrc75a",5,"DE_by_Domain",TRUE,FALSE,6.48751337813532e-24
"Glb1l2",NA,"LRT_results",FALSE,TRUE,6.53953675057534e-24
"Med14",3,"DE_by_Domain",TRUE,FALSE,6.80471938479767e-24
"Apobec1",NA,"LRT_results",FALSE,TRUE,6.97425728392837e-24
"Kif27",NA,"LRT_results",FALSE,TRUE,7.12336019965056e-24
"D630045J12Rik",7,"DE_by_Domain",TRUE,FALSE,7.31386341262519e-24
"Stk11",3,"DE_by_Domain",TRUE,FALSE,7.31410664011867e-24
"Ifngr2",2,"DE_by_Domain",TRUE,FALSE,7.59772568600154e-24
"Ushbp1",NA,"LRT_results",FALSE,TRUE,8.12968225323851e-24
"Cfap74",NA,"LRT_results",FALSE,TRUE,1.01638056789649e-23
"Loxl3",NA,"LRT_results",FALSE,TRUE,1.02773199910469e-23
"Dpm3",3,"DE_by_Domain",TRUE,FALSE,1.03511778049597e-23
"Ergic2",2,"DE_by_Domain",TRUE,FALSE,1.09424892431146e-23
"Gm10706",8,"DE_by_Domain",TRUE,FALSE,1.10900750553135e-23
"Smpd3",7,"DE_by_Domain",TRUE,FALSE,1.12069949192489e-23
"Tmem170b",2,"DE_by_Domain",TRUE,FALSE,1.13788044116605e-23
"Dcaf12l2",NA,"LRT_results",FALSE,TRUE,1.16968411486779e-23
"Stac3",NA,"LRT_results",FALSE,TRUE,1.1712790427431e-23
"Zswim7",3,"DE_by_Domain",TRUE,FALSE,1.17171984305539e-23
"Far1",3,"DE_by_Domain",TRUE,FALSE,1.1767694183908e-23
"Ecsit",3,"DE_by_Domain",TRUE,FALSE,1.17736023947134e-23
"Kdm5a",NA,"LRT_results",FALSE,TRUE,1.19033443572249e-23
"Otud5",3,"DE_by_Domain",TRUE,FALSE,1.23771115093013e-23
"Slc6a6",8,"DE_by_Domain",TRUE,FALSE,1.26358049812257e-23
"Tmem173",NA,"LRT_results",FALSE,TRUE,1.30476288043798e-23
"Cdk5rap2",NA,"LRT_results",FALSE,TRUE,1.31400534552732e-23
"Rbfox1",4,"DE_by_Domain",TRUE,FALSE,1.51316895115892e-23
"Cd36",NA,"LRT_results",FALSE,TRUE,1.51966187986644e-23
"Fndc3a",3,"DE_by_Domain",TRUE,FALSE,1.60488294638506e-23
"Cdk4",3,"DE_by_Domain",TRUE,FALSE,1.60770250299032e-23
"Tmem192",3,"DE_by_Domain",TRUE,FALSE,1.70459799430142e-23
"Dazap2",3,"DE_by_Domain",TRUE,FALSE,1.82452915745251e-23
"Slc6a15",2,"DE_by_Domain",TRUE,FALSE,1.84989341081001e-23
"Ifit3",NA,"LRT_results",FALSE,TRUE,1.88043140787622e-23
"Dek",8,"DE_by_Domain",TRUE,FALSE,1.92271967779303e-23
"Lcp1",NA,"LRT_results",FALSE,TRUE,1.92448652895151e-23
"Lima1",NA,"LRT_results",FALSE,TRUE,1.9471858414665e-23
"Cdc42bpb",2,"DE_by_Domain",TRUE,FALSE,1.96865764010903e-23
"Rad21",2,"DE_by_Domain",TRUE,FALSE,2.10033297636334e-23
"Dclre1b",NA,"LRT_results",FALSE,TRUE,2.10587124777681e-23
"Nat9",2,"DE_by_Domain",TRUE,FALSE,2.193542401965e-23
"Chsy3",5,"DE_by_Domain",TRUE,FALSE,2.21251656869763e-23
"Sft2d3",NA,"LRT_results",FALSE,TRUE,2.38307544570532e-23
"Dhrs4",NA,"LRT_results",FALSE,TRUE,2.39527601509566e-23
"Gm20492",NA,"LRT_results",FALSE,TRUE,2.46072362053799e-23
"Zfp397",NA,"LRT_results",FALSE,TRUE,2.4879975165609e-23
"Zbtb5",NA,"LRT_results",FALSE,TRUE,2.55254312616526e-23
"9430097D07Rik",NA,"LRT_results",FALSE,TRUE,2.56473030692466e-23
"U2af1l4",3,"DE_by_Domain",TRUE,FALSE,2.68872014674274e-23
"Styk1",NA,"LRT_results",FALSE,TRUE,2.74919681013468e-23
"Ttc12",NA,"LRT_results",FALSE,TRUE,2.91219032998169e-23
"Efna1",NA,"LRT_results",FALSE,TRUE,2.95032313768192e-23
"Hypk",2,"DE_by_Domain",TRUE,FALSE,2.95845782001643e-23
"Dtymk",3,"DE_by_Domain",TRUE,FALSE,3.06459226316613e-23
"Ccnd3",NA,"LRT_results",FALSE,TRUE,3.19016535411599e-23
"Thrap3",3,"DE_by_Domain",TRUE,FALSE,3.36877467016778e-23
"Gm17753",NA,"LRT_results",FALSE,TRUE,3.37120176458031e-23
"D430040D24Rik",NA,"LRT_results",FALSE,TRUE,3.47720204991955e-23
"Pcolce",NA,"LRT_results",FALSE,TRUE,3.48079039307261e-23
"Nkd2",NA,"LRT_results",FALSE,TRUE,3.56375040307941e-23
"Mfsd11",3,"DE_by_Domain",TRUE,FALSE,3.57757969992139e-23
"Sh3gl2",6,"DE_by_Domain",TRUE,FALSE,3.67666111683271e-23
"Ubac1",3,"DE_by_Domain",TRUE,FALSE,3.74669426697669e-23
"Coro1c",3,"DE_by_Domain",TRUE,FALSE,3.76489571988457e-23
"Ubap2l",2,"DE_by_Domain",TRUE,FALSE,3.91309380673959e-23
"Fbl",2,"DE_by_Domain",TRUE,FALSE,4.09549810205917e-23
"Zswim7",2,"DE_by_Domain",TRUE,FALSE,4.42161502250146e-23
"Eif4enif1",3,"DE_by_Domain",TRUE,FALSE,4.58304400650993e-23
"E030013I19Rik",NA,"LRT_results",FALSE,TRUE,4.73199687577552e-23
"Pik3r2",1,"DE_by_Domain",TRUE,FALSE,4.92105078678861e-23
"P4htm",2,"DE_by_Domain",TRUE,FALSE,5.07093425815553e-23
"C230037L18Rik",NA,"LRT_results",FALSE,TRUE,5.12711096471841e-23
"Lama2",NA,"LRT_results",FALSE,TRUE,5.15064799435828e-23
"Uba2",2,"DE_by_Domain",TRUE,FALSE,5.15877240213768e-23
"Crh",1,"DE_by_Domain",TRUE,FALSE,5.2586520451249e-23
"C130071C03Rik",4,"DE_by_Domain",TRUE,FALSE,5.42481002358343e-23
"Dnal1",2,"DE_by_Domain",TRUE,FALSE,5.64259341546609e-23
"Rae1",3,"DE_by_Domain",TRUE,FALSE,5.81718715750516e-23
"Mrps25",2,"DE_by_Domain",TRUE,FALSE,6.23917696037686e-23
"Dab1",3,"DE_by_Domain",TRUE,FALSE,6.40117940861882e-23
"Hsdl1",3,"DE_by_Domain",TRUE,FALSE,6.53471363208696e-23
"Tmprss6",NA,"LRT_results",FALSE,TRUE,6.70280046616263e-23
"Pdzd11",2,"DE_by_Domain",TRUE,FALSE,6.87371492969711e-23
"9630014M24Rik",NA,"LRT_results",FALSE,TRUE,7.26959961761116e-23
"Dnal1",3,"DE_by_Domain",TRUE,FALSE,7.67607288242184e-23
"Sowahb",4,"DE_by_Domain",TRUE,FALSE,7.97114605867832e-23
"Tcf20",3,"DE_by_Domain",TRUE,FALSE,7.98505923842916e-23
"Adam12",6,"DE_by_Domain",TRUE,FALSE,8.02560342966947e-23
"Gm27032",3,"DE_by_Domain",TRUE,FALSE,8.02766948659219e-23
"Tmem189",7,"DE_by_Domain",TRUE,FALSE,8.28140104464819e-23
"Dlk2",2,"DE_by_Domain",TRUE,FALSE,8.38067062183063e-23
"Ostm1",2,"DE_by_Domain",TRUE,FALSE,8.67740456272932e-23
"Pitx2",4,"DE_by_Domain",TRUE,FALSE,8.7100314400866e-23
"Gm20342",NA,"LRT_results",FALSE,TRUE,8.71157108138425e-23
"Ptcd3",3,"DE_by_Domain",TRUE,FALSE,9.04805019200791e-23
"Fam78b",2,"DE_by_Domain",TRUE,FALSE,9.529114713536e-23
"Galnt13",8,"DE_by_Domain",TRUE,FALSE,9.70604669821362e-23
"Hist3h2a",3,"DE_by_Domain",TRUE,FALSE,9.79758387209568e-23
"Nktr",3,"DE_by_Domain",TRUE,FALSE,1.02547448733448e-22
"Taf10",4,"DE_by_Domain",TRUE,FALSE,1.02674287968727e-22
"Ehd3",3,"DE_by_Domain",TRUE,FALSE,1.1060646360093e-22
"Pak1ip1",3,"DE_by_Domain",TRUE,FALSE,1.15023921880241e-22
"Ankef1",NA,"LRT_results",FALSE,TRUE,1.15769290256305e-22
"Adam17",NA,"LRT_results",FALSE,TRUE,1.16393359202803e-22
"Fmn2",2,"DE_by_Domain",TRUE,FALSE,1.18666393769017e-22
"Wdr46",NA,"LRT_results",FALSE,TRUE,1.2506737323843e-22
"Snrpb2",2,"DE_by_Domain",TRUE,FALSE,1.31673267368062e-22
"Ppic",NA,"LRT_results",FALSE,TRUE,1.46035972196401e-22
"Vps8",2,"DE_by_Domain",TRUE,FALSE,1.46439049041114e-22
"Chchd7",2,"DE_by_Domain",TRUE,FALSE,1.46834700981027e-22
"Ptger2",NA,"LRT_results",FALSE,TRUE,1.50362654327719e-22
"Crppa",NA,"LRT_results",FALSE,TRUE,1.50733430870024e-22
"Hebp1",8,"DE_by_Domain",TRUE,FALSE,1.59622393039639e-22
"Cpsf3",3,"DE_by_Domain",TRUE,FALSE,1.6099899616075e-22
"Gm42518",NA,"LRT_results",FALSE,TRUE,1.76383124830079e-22
"Ctdsp2",4,"DE_by_Domain",TRUE,FALSE,1.96983977855895e-22
"Mbtps1",3,"DE_by_Domain",TRUE,FALSE,2.02467129946684e-22
"Rab11fip5",2,"DE_by_Domain",TRUE,FALSE,2.03980167938157e-22
"Elmod2",NA,"LRT_results",FALSE,TRUE,2.03987554579528e-22
"Rab3gap1",2,"DE_by_Domain",TRUE,FALSE,2.08045770129114e-22
"Fam171a2",2,"DE_by_Domain",TRUE,FALSE,2.13531784620615e-22
"D030046N08Rik",NA,"LRT_results",FALSE,TRUE,2.15539380944556e-22
"Arl15",4,"DE_by_Domain",TRUE,FALSE,2.18176158987118e-22
"Gtpbp2",2,"DE_by_Domain",TRUE,FALSE,2.19015004802778e-22
"Edn3",NA,"LRT_results",FALSE,TRUE,2.22570052549379e-22
"Gckr",7,"DE_by_Domain",TRUE,FALSE,2.24444178161568e-22
"Pak1ip1",2,"DE_by_Domain",TRUE,FALSE,2.28679512063599e-22
"Mrpl35",3,"DE_by_Domain",TRUE,FALSE,2.30824207700441e-22
"Dpp3",3,"DE_by_Domain",TRUE,FALSE,2.32581462970014e-22
"Zfp933",NA,"LRT_results",FALSE,TRUE,2.48761180998984e-22
"Yeats4",3,"DE_by_Domain",TRUE,FALSE,2.50359267036981e-22
"Gm16537",NA,"LRT_results",FALSE,TRUE,2.5509835788444e-22
"Il17rd",NA,"LRT_results",FALSE,TRUE,2.58111508475617e-22
"Spata18",NA,"LRT_results",FALSE,TRUE,2.65620703873972e-22
"Vps33a",2,"DE_by_Domain",TRUE,FALSE,2.87846173984722e-22
"Hist2h2be",NA,"LRT_results",FALSE,TRUE,2.90447109999033e-22
"Mpp4",NA,"LRT_results",FALSE,TRUE,3.13400268620399e-22
"Gm36757",NA,"LRT_results",FALSE,TRUE,3.17249269335341e-22
"Dll4",NA,"LRT_results",FALSE,TRUE,3.26666794624574e-22
"C330018A13Rik",NA,"LRT_results",FALSE,TRUE,3.3322102329096e-22
"Dab1",2,"DE_by_Domain",TRUE,FALSE,3.36498675610677e-22
"Gm10419",4,"DE_by_Domain",TRUE,FALSE,3.38421109694519e-22
"Rab11fip5",8,"DE_by_Domain",TRUE,FALSE,3.43164381616723e-22
"Mdc1",NA,"LRT_results",FALSE,TRUE,3.54041244546831e-22
"Fam229a",NA,"LRT_results",FALSE,TRUE,3.60672590132769e-22
"Hnmt",5,"DE_by_Domain",TRUE,FALSE,3.75303448957513e-22
"Snhg6",4,"DE_by_Domain",TRUE,FALSE,3.75344233872255e-22
"Gm47283",4,"DE_by_Domain",TRUE,FALSE,3.77093525671669e-22
"Zmynd8",2,"DE_by_Domain",TRUE,FALSE,3.78865031431817e-22
"C2cd5",3,"DE_by_Domain",TRUE,FALSE,3.92214184053942e-22
"Spp1",4,"DE_by_Domain",TRUE,FALSE,4.01210321967312e-22
"Sgsm2",7,"DE_by_Domain",TRUE,FALSE,4.03988701380949e-22
"Galnt13",6,"DE_by_Domain",TRUE,FALSE,4.20703022543281e-22
"Slc35f4",5,"DE_by_Domain",TRUE,FALSE,4.62194382855085e-22
"Gm10643",NA,"LRT_results",FALSE,TRUE,4.78101434864644e-22
"Tsr2",2,"DE_by_Domain",TRUE,FALSE,4.83913822950772e-22
"Acat1",2,"DE_by_Domain",TRUE,FALSE,4.88751539835347e-22
"Gm49769",NA,"LRT_results",FALSE,TRUE,4.90495442110664e-22
"Enoph1",3,"DE_by_Domain",TRUE,FALSE,5.03130510704202e-22
"Rnf24",3,"DE_by_Domain",TRUE,FALSE,5.1858874801677e-22
"Lztfl1",3,"DE_by_Domain",TRUE,FALSE,5.35454122090212e-22
"Faap20",6,"DE_by_Domain",TRUE,FALSE,5.41366910117404e-22
"Rnf150",3,"DE_by_Domain",TRUE,FALSE,5.41633194963258e-22
"B230110G15Rik",8,"DE_by_Domain",TRUE,FALSE,5.5716216045373e-22
"Yy1",3,"DE_by_Domain",TRUE,FALSE,5.81741161144621e-22
"Pabpc1",2,"DE_by_Domain",TRUE,FALSE,6.02388846554428e-22
"Rufy2",2,"DE_by_Domain",TRUE,FALSE,6.04650182110494e-22
"Tmem126b",3,"DE_by_Domain",TRUE,FALSE,6.82053072296641e-22
"Zfp114",NA,"LRT_results",FALSE,TRUE,6.82425709933419e-22
"Fibin",NA,"LRT_results",FALSE,TRUE,7.08524212444886e-22
"Sap30l",3,"DE_by_Domain",TRUE,FALSE,7.18778670367134e-22
"Prrc2c",3,"DE_by_Domain",TRUE,FALSE,7.3647715921853e-22
"Xlr",NA,"LRT_results",FALSE,TRUE,7.4292563348622e-22
"Arhgef28",NA,"LRT_results",FALSE,TRUE,7.71050753281415e-22
"Ttc21b",NA,"LRT_results",FALSE,TRUE,8.28880481678684e-22
"Otud7a",2,"DE_by_Domain",TRUE,FALSE,8.42229674108496e-22
"Tead3",NA,"LRT_results",FALSE,TRUE,8.42707433239206e-22
"Pola2",NA,"LRT_results",FALSE,TRUE,8.72904376652756e-22
"Laptm4b",7,"DE_by_Domain",TRUE,FALSE,9.63699106325443e-22
"Osbpl3",7,"DE_by_Domain",TRUE,FALSE,9.68765469697969e-22
"Eif2b4",3,"DE_by_Domain",TRUE,FALSE,9.74599564467879e-22
"Nlgn1",3,"DE_by_Domain",TRUE,FALSE,9.82644430129379e-22
"Sp100",NA,"LRT_results",FALSE,TRUE,1.02829107355675e-21
"Bcor",2,"DE_by_Domain",TRUE,FALSE,1.03085293064157e-21
"Nanos1",3,"DE_by_Domain",TRUE,FALSE,1.03454702740604e-21
"B230322F03Rik",NA,"LRT_results",FALSE,TRUE,1.07349681289915e-21
"Ctdnep1",4,"DE_by_Domain",TRUE,FALSE,1.1188481955857e-21
"Pex14",2,"DE_by_Domain",TRUE,FALSE,1.12659232291699e-21
"2900045O20Rik",NA,"LRT_results",FALSE,TRUE,1.14014720759943e-21
"Ptpn11",3,"DE_by_Domain",TRUE,FALSE,1.27477289015324e-21
"Cdc16",3,"DE_by_Domain",TRUE,FALSE,1.27710479432554e-21
"Oas2",NA,"LRT_results",FALSE,TRUE,1.32664090003535e-21
"Ptdss1",3,"DE_by_Domain",TRUE,FALSE,1.40300108627476e-21
"Slco4c1",NA,"LRT_results",FALSE,TRUE,1.40376575365887e-21
"Dnajc7",2,"DE_by_Domain",TRUE,FALSE,1.45294414291683e-21
"Lipt1",NA,"LRT_results",FALSE,TRUE,1.4551014134423e-21
"Magi1",3,"DE_by_Domain",TRUE,FALSE,1.45795645933543e-21
"Gm42596",NA,"LRT_results",FALSE,TRUE,1.50113268745837e-21
"Luc7l",3,"DE_by_Domain",TRUE,FALSE,1.52247937120592e-21
"Ntmt1",2,"DE_by_Domain",TRUE,FALSE,1.57491730414654e-21
"Txndc5",3,"DE_by_Domain",TRUE,FALSE,1.61729708781938e-21
"Josd2",1,"DE_by_Domain",TRUE,FALSE,1.63376876779605e-21
"Gm36001",NA,"LRT_results",FALSE,TRUE,1.63914508472641e-21
"Gm13974",8,"DE_by_Domain",TRUE,FALSE,1.65329509698654e-21
"Gm44696",NA,"LRT_results",FALSE,TRUE,1.77217922342281e-21
"St13",2,"DE_by_Domain",TRUE,FALSE,1.78529668490359e-21
"Fam120b",3,"DE_by_Domain",TRUE,FALSE,1.80849710721421e-21
"Arpc5",4,"DE_by_Domain",TRUE,FALSE,1.82312415329661e-21
"Hlcs",NA,"LRT_results",FALSE,TRUE,1.86364108476726e-21
"Sult1a1",NA,"LRT_results",FALSE,TRUE,1.89083607073589e-21
"Pgls",3,"DE_by_Domain",TRUE,FALSE,2.00277582524005e-21
"Gm39228",NA,"LRT_results",FALSE,TRUE,2.04391913235507e-21
"Tslp",NA,"LRT_results",FALSE,TRUE,2.04917892868433e-21
